,FIPS,County_2012,Total Votes_2012,Democrat_2012,Republican_2012,Total Votes_2016,Democrat_2016,Republican_2016,2012,2016,Swap
1863,27127,"Redwood County, MN",7761,3008,4570,7611,1887,5137,-1562,-3250,0
1864,27129,"Renville County, MN",7684,3394,4149,7606,2117,4890,-755,-2773,0
1865,27131,"Rice County, MN",32160,17054,14380,32443,14437,15429,2674,-992,1
1866,27133,"Rock County, MN",4830,1945,2810,4839,1373,3091,-865,-1718,0
1867,27135,"Roseau County, MN",7330,2772,4409,7804,1856,5451,-1637,-3595,0
1868,27139,"Scott County, MN",71411,29714,40321,75029,28502,39948,-10607,-11446,0
1869,27141,"Sherburne County, MN",46320,17597,27848,48283,13293,31053,-10251,-17760,0
1870,27143,"Sibley County, MN",7785,2916,4693,7774,1954,5193,-1777,-3239,0
1871,27137,"St. Louis County, MN",116460,74177,39675,112422,57771,44630,34502,13141,0
1872,27145,"Stearns County, MN",78178,33552,43015,79592,25576,47617,-9463,-22041,0
1873,27147,"Steele County, MN",19034,8706,9903,19179,6241,11198,-1197,-4957,0
1874,27149,"Stevens County, MN",5621,2742,2766,5398,2116,2799,-24,-683,0
1875,27151,"Swift County, MN",5087,2751,2248,4994,1686,2963,503,-1277,1
1876,27153,"Todd County, MN",11762,4819,6719,11993,2783,8485,-1900,-5702,0
1877,27155,"Traverse County, MN",1840,942,860,1798,630,1049,82,-419,1
1878,27157,"Wabasha County, MN",11722,5415,6049,11832,3866,6989,-634,-3123,0
1879,27159,"Wadena County, MN",6772,2492,4143,6934,1684,4837,-1651,-3153,0
1880,27161,"Waseca County, MN",9706,4370,5116,9653,2838,5967,-746,-3129,0
1881,27163,"Washington County, MN",141711,70203,69137,144235,67086,64428,1066,2658,0
1882,27165,"Watonwan County, MN",5115,2494,2517,4998,1814,2768,-23,-954,0
1883,27167,"Wilkin County, MN",3212,1258,1884,3302,893,2129,-626,-1236,0
1884,27169,"Winona County, MN",27103,14980,11480,26074,11366,12122,3500,-756,1
1885,27171,"Wright County, MN",69550,26584,41460,69618,20334,43274,-14876,-22940,0
1886,27173,"Yellow Medicine County, MN",5397,2465,2806,5276,1524,3382,-341,-1858,0
1887,54001,"Barbour County, WV",5733,1761,3804,6116,1222,4527,-2043,-3305,0
1888,54003,"Berkeley County, WV",36804,14122,21956,43364,12321,28244,-7834,-15923,0
1889,54005,"Boone County, WV",8434,2777,5414,8779,1790,6504,-2637,-4714,0
1890,54007,"Braxton County, WV",4756,1985,2692,5100,1321,3537,-707,-2216,0
1891,54009,"Brooke County, WV",9224,3984,5014,9696,2568,6625,-1030,-4057,0
1892,54011,"Cabell County, WV",31744,13380,17779,33585,11447,19850,-4399,-8403,0
1893,54013,"Calhoun County, WV",2157,801,1288,2638,456,2035,-487,-1579,0
1894,54015,"Clay County, WV",2989,922,1957,2995,568,2300,-1035,-1732,0
1895,54017,"Doddridge County, WV",2743,571,2108,2863,362,2358,-1537,-1996,0
1896,54019,"Fayette County, WV",13971,5368,8304,15478,4290,10357,-2936,-6067,0
1897,54021,"Gilmer County, WV",2482,830,1580,2579,545,1896,-750,-1351,0
1898,54023,"Grant County, WV",4572,713,3775,4965,512,4346,-3062,-3834,0
1899,54025,"Greenbrier County, WV",12872,4681,7873,14224,3765,9556,-3192,-5791,0
1900,54027,"Hampshire County, WV",7972,2294,5514,8679,1580,6692,-3220,-5112,0
1901,54029,"Hancock County, WV",11991,4571,7159,12802,3262,8909,-2588,-5647,0
1902,54031,"Hardy County, WV",5149,1477,3523,5674,1155,4274,-2046,-3119,0
1903,54033,"Harrison County, WV",25948,9660,15755,28351,7694,18750,-6095,-11056,0
1904,54035,"Jackson County, WV",11465,3824,7360,12304,2663,9020,-3536,-6357,0
1905,54037,"Jefferson County, WV",21776,10215,11090,24508,9518,13204,-875,-3686,0
1906,54039,"Kanawha County, WV",74451,32190,41037,76888,28263,43850,-8847,-15587,0
1907,54041,"Lewis County, WV",6243,1719,4349,6936,1347,5274,-2630,-3927,0
1908,54043,"Lincoln County, WV",6747,2204,4336,7137,1459,5307,-2132,-3848,0
1909,54045,"Logan County, WV",11901,3461,8186,12440,2092,9897,-4725,-7805,0
1910,54049,"Marion County, WV",21414,8905,11981,23364,6964,14668,-3076,-7704,0
1911,54051,"Marshall County, WV",9849,3395,6208,13351,2918,9666,-2813,-6748,0
1912,54053,"Mason County, WV",9713,3738,5706,10269,2081,7654,-1968,-5573,0
1913,54047,"McDowell County, WV",6136,2086,3931,6246,1438,4629,-1845,-3191,0
1914,54055,"Mercer County, WV",21216,5416,15406,23197,4704,17404,-9990,-12700,0
1915,54057,"Mineral County, WV",10784,2836,7687,11671,2050,9070,-4851,-7020,0
1916,54059,"Mingo County, WV",8794,2421,6163,9510,1370,7911,-3742,-6541,0
1917,54061,"Monongalia County, WV",31140,13664,16672,36764,14699,18432,-3008,-3733,0
1918,54063,"Monroe County, WV",5152,1441,3571,5852,1111,4443,-2130,-3332,0
1919,54065,"Morgan County, WV",7037,2361,4508,7737,1573,5732,-2147,-4159,0
1920,54067,"Nicholas County, WV",8676,2635,5823,9579,1840,7251,-3188,-5411,0
1921,54069,"Ohio County, WV",17541,6623,10577,18214,5493,11139,-3954,-5646,0
1922,54071,"Pendleton County, WV",3224,1067,2087,3254,729,2398,-1020,-1669,0
1923,54073,"Pleasants County, WV",2807,942,1805,3179,621,2358,-863,-1737,0
1924,54075,"Pocahontas County, WV",3553,1298,2167,3675,928,2496,-869,-1568,0
1925,54077,"Preston County, WV",11089,2916,7841,12764,2470,9538,-4925,-7068,0
1926,54079,"Putnam County, WV",23501,7198,15926,25211,5884,17788,-8728,-11904,0
1927,54081,"Raleigh County, WV",28499,7651,20375,29892,6443,22048,-12724,-15605,0
1928,54083,"Randolph County, WV",9727,3325,6150,10969,2735,7629,-2825,-4894,0
1929,54085,"Ritchie County, WV",3749,762,2889,4105,496,3405,-2127,-2909,0
1930,54087,"Roane County, WV",5027,1928,2973,5315,1222,3781,-1045,-2559,0
1931,54089,"Summers County, WV",4712,1612,2968,4893,1190,3455,-1356,-2265,0
1932,54091,"Taylor County, WV",5887,1933,3827,6593,1491,4733,-1894,-3242,0
1933,54093,"Tucker County, WV",3118,876,2160,3501,751,2565,-1284,-1814,0
1934,54095,"Tyler County, WV",3245,880,2291,3692,507,2996,-1411,-2489,0
1935,54097,"Upshur County, WV",8195,2143,5878,9298,1766,7005,-3735,-5239,0
1936,54099,"Wayne County, WV",13923,4915,8673,15347,3357,11152,-3758,-7795,0
1937,54101,"Webster County, WV",2744,939,1708,3011,556,2302,-769,-1746,0
1938,54103,"Wetzel County, WV",5808,2194,3449,6312,1359,4519,-1255,-3160,0
1939,54105,"Wirt County, WV",2163,673,1422,2422,386,1911,-749,-1525,0
1940,54107,"Wood County, WV",33600,11067,21980,36063,8400,25434,-10913,-17034,0
1941,54109,"Wyoming County, WV",7496,1575,5751,7880,1062,6547,-4176,-5485,0
1942,38001,"Adams County, ND",1281,328,916,1218,216,909,-588,-693,0
1943,38003,"Barnes County, ND",5471,2389,2953,5344,1597,3160,-564,-1563,0
1944,38005,"Benson County, ND",2148,1232,867,2011,842,929,365,-87,1
1945,38007,"Billings County, ND",577,89,472,605,59,495,-383,-436,0
1946,38009,"Bottineau County, ND",3484,1163,2246,3494,736,2494,-1083,-1758,0
1947,38011,"Bowman County, ND",1728,412,1277,1787,227,1446,-865,-1219,0
1948,38013,"Burke County, ND",1015,230,766,1052,119,895,-536,-776,0
1949,38015,"Burleigh County, ND",42876,14036,27811,47979,10881,32532,-13775,-21651,0
1950,38017,"Cass County, ND",73275,34632,36792,80821,31361,39816,-2160,-8455,0
1951,38019,"Cavalier County, ND",2054,818,1192,2006,476,1357,-374,-881,0
1952,38021,"Dickey County, ND",2513,849,1601,2407,554,1667,-752,-1113,0
1953,38023,"Divide County, ND",1151,382,731,1219,245,867,-349,-622,0
1954,38025,"Dunn County, ND",2002,493,1494,2243,358,1771,-1001,-1413,0
1955,38027,"Eddy County, ND",1147,484,631,1231,355,791,-147,-436,0
1956,38029,"Emmons County, ND",1862,383,1430,1981,215,1677,-1047,-1462,0
1957,38031,"Foster County, ND",1674,604,1028,1719,347,1241,-424,-894,0
1958,38033,"Golden Valley County, ND",924,161,740,957,99,796,-579,-697,0
1959,38035,"Grand Forks County, ND",29796,14008,15044,30365,10851,16340,-1036,-5489,0
1960,38037,"Grant County, ND",1383,331,1012,1381,185,1108,-681,-923,0
1961,38039,"Griggs County, ND",1335,535,770,1265,298,847,-235,-549,0
1962,38041,"Hettinger County, ND",1351,313,998,1296,168,1050,-685,-882,0
1963,38043,"Kidder County, ND",1310,393,870,1376,179,1111,-477,-932,0
1964,38045,"LaMoure County, ND",2179,737,1374,2151,502,1481,-637,-979,0
1965,38047,"Logan County, ND",1042,221,799,1067,114,888,-578,-774,0
1966,38049,"McHenry County, ND",2653,924,1651,2820,490,2050,-727,-1560,0
1967,38051,"McIntosh County, ND",1510,456,1028,1446,235,1100,-572,-865,0
1968,38053,"McKenzie County, ND",3423,926,2450,4672,698,3670,-1524,-2972,0
1969,38055,"McLean County, ND",4894,1660,3130,5315,1081,3860,-1470,-2779,0
1970,38057,"Mercer County, ND",4394,1161,3132,4682,621,3759,-1971,-3138,0
1971,38059,"Morton County, ND",13510,4467,8669,15832,3080,11336,-4202,-8256,0
1972,38061,"Mountrail County, ND",3444,1401,1960,4106,1220,2582,-559,-1362,0
1973,38063,"Nelson County, ND",1668,766,862,1717,536,1025,-96,-489,0
1974,38065,"Oliver County, ND",1010,281,693,1017,119,830,-412,-711,0
1975,38067,"Pembina County, ND",3226,1245,1893,3153,681,2208,-648,-1527,0
1976,38069,"Pierce County, ND",2162,656,1462,2071,431,1437,-806,-1006,0
1977,38071,"Ramsey County, ND",4971,2162,2659,5305,1505,3217,-497,-1712,0
1978,38073,"Ransom County, ND",2412,1341,1008,2359,838,1210,333,-372,1
1979,38075,"Renville County, ND",1272,398,850,1293,201,993,-452,-792,0
1980,38077,"Richland County, ND",7549,3190,4213,7592,2064,4767,-1023,-2703,0
1981,38079,"Rolette County, ND",4528,3351,1090,3755,2099,1217,2261,882,0
1982,38081,"Sargent County, ND",1987,1073,876,1997,694,1088,197,-394,1
1983,38083,"Sheridan County, ND",808,161,637,787,95,650,-476,-555,0
1984,38085,"Sioux County, ND",1138,900,223,1232,758,260,677,498,0
1985,38087,"Slope County, ND",434,83,341,430,43,362,-258,-319,0
1986,38089,"Stark County, ND",11539,2805,8509,12322,1753,9755,-5704,-8002,0
1987,38091,"Steele County, ND",1028,515,495,999,361,538,20,-177,1
1988,38093,"Stutsman County, ND",9431,3561,5641,10155,2498,6718,-2080,-4220,0
1989,38095,"Towner County, ND",1164,511,619,1157,305,733,-108,-428,0
1990,38097,"Traill County, ND",3841,1784,1963,3933,1241,2265,-179,-1024,0
1991,38099,"Walsh County, ND",5061,2118,2809,4636,1167,2995,-691,-1828,0
1992,38101,"Ward County, ND",25231,8412,16176,27412,5806,18636,-7764,-12830,0
1993,38103,"Wells County, ND",2359,671,1646,2383,419,1796,-975,-1377,0
1994,38105,"Williams County, ND",9600,2288,7087,12807,1735,10069,-4799,-8334,0
1995,48001,"Anderson County, TX",16167,3796,12235,16977,3369,13201,-8439,-9832,0
1996,48003,"Andrews County, TX",4476,794,3636,4943,836,3927,-2842,-3091,0
1997,48005,"Angelina County, TX",28403,7833,20301,29911,7538,21668,-12468,-14130,0
1998,48007,"Aransas County, TX",9646,2703,6829,10512,2465,7740,-4126,-5275,0
1999,48009,"Archer County, TX",4163,525,3599,4283,394,3786,-3074,-3392,0
2000,48011,"Armstrong County, TX",935,98,828,1021,70,924,-730,-854,0
2001,48013,"Atascosa County, TX",12704,5128,7451,13673,4651,8618,-2323,-3967,0
2002,48015,"Austin County, TX",11628,2252,9260,12274,2320,9637,-7008,-7317,0
2003,48017,"Bailey County, TX",1813,466,1336,1793,397,1344,-870,-947,0
2004,48019,"Bandera County, TX",9434,1859,7423,10218,1726,8163,-5564,-6437,0
2005,48021,"Bastrop County, TX",24457,9860,14019,28454,10569,16328,-4159,-5759,0
2006,48023,"Baylor County, TX",1592,267,1297,1499,191,1267,-1030,-1076,0
2007,48025,"Bee County, TX",7873,3451,4354,8485,3444,4744,-903,-1300,0
2008,48027,"Bell County, TX",85765,35315,49369,94994,37801,51998,-14054,-14197,0
2009,48029,"Bexar County, TX",511405,263871,240519,589645,319550,240333,23352,79217,0
2010,48031,"Blanco County, TX",4971,1220,3637,5685,1244,4212,-2417,-2968,0
2011,48033,"Borden County, TX",362,32,324,365,31,330,-292,-299,0
2012,48035,"Bosque County, TX",7336,1366,5873,7838,1278,6339,-4507,-5061,0
2013,48037,"Bowie County, TX",35357,10184,24840,34602,8838,24924,-14656,-16086,0
2014,48039,"Brazoria County, TX",106422,34327,70684,121181,43200,72791,-36357,-29591,0
2015,48041,"Brazos County, TX",55845,17440,37152,67211,23121,38738,-19712,-15617,0
2016,48043,"Brewster County, TX",3866,1765,1975,4252,1873,2077,-210,-204,0
2017,48045,"Briscoe County, TX",700,117,576,736,91,625,-459,-534,0
2018,48047,"Brooks County, TX",2403,1886,507,2596,1937,613,1379,1324,0
2019,48049,"Brown County, TX",13936,1904,11894,14026,1621,12017,-9990,-10396,0
2020,48051,"Burleson County, TX",6455,1705,4671,6960,1491,5316,-2966,-3825,0
2021,48053,"Burnet County, TX",16770,3672,12828,19204,3797,14638,-9156,-10841,0
2022,48055,"Caldwell County, TX",11055,4787,6018,12092,4795,6691,-1231,-1896,0
2023,48057,"Calhoun County, TX",6746,2510,4145,6965,2118,4638,-1635,-2520,0
2024,48059,"Callahan County, TX",5195,751,4376,5579,569,4865,-3625,-4296,0
2025,48061,"Cameron County, TX",74802,49159,24955,92079,59402,29472,24204,29930,0
2026,48063,"Camp County, TX",4332,1428,2878,4542,1260,3201,-1450,-1941,0
2027,48065,"Carson County, TX",2775,292,2450,2964,249,2620,-2158,-2371,0
2028,48067,"Cass County, TX",11764,2921,8747,12344,2391,9726,-5826,-7335,0
2029,48069,"Castro County, TX",2119,630,1470,1997,526,1414,-840,-888,0
2030,48071,"Chambers County, TX",14692,2780,11761,16786,2948,13339,-8981,-10391,0
2031,48073,"Cherokee County, TX",16387,3935,12291,16790,3469,12919,-8356,-9450,0
2032,48075,"Childress County, TX",1996,320,1665,2084,253,1802,-1345,-1549,0
2033,48077,"Clay County, TX",5056,740,4266,5018,536,4377,-3526,-3841,0
2034,48079,"Cochran County, TX",916,256,648,901,190,679,-392,-489,0
2035,48081,"Coke County, TX",1406,179,1216,1423,140,1265,-1037,-1125,0
2036,48083,"Coleman County, TX",3483,441,3007,3643,388,3177,-2566,-2789,0
2037,48085,"Collin County, TX",301101,100754,195933,361419,140624,201014,-95179,-60390,0
2038,48087,"Collingsworth County, TX",1150,177,962,1156,145,983,-785,-838,0
2039,48089,"Colorado County, TX",8095,2024,6015,8513,1987,6325,-3991,-4338,0
2040,48091,"Comal County, TX",51475,11437,39291,62178,14238,45136,-27854,-30898,0
2041,48093,"Comanche County, TX",4897,890,3940,5237,789,4333,-3050,-3544,0
2042,48095,"Concho County, TX",1001,194,793,1068,148,885,-599,-737,0
2043,48097,"Cooke County, TX",14291,2240,11901,15955,2352,13181,-9661,-10829,0
2044,48099,"Coryell County, TX",16551,5141,11193,18253,5064,12225,-6052,-7161,0
2045,48101,"Cottle County, TX",739,180,553,612,92,506,-373,-414,0
2046,48103,"Crane County, TX",1283,275,985,1384,299,1049,-710,-750,0
2047,48105,"Crockett County, TX",1457,480,957,1395,372,980,-477,-608,0
2048,48107,"Crosby County, TX",1787,639,1132,1728,468,1181,-493,-713,0
2049,48109,"Culberson County, TX",876,566,294,767,454,280,272,174,0
2050,48111,"Dallam County, TX",1532,253,1248,1544,222,1261,-995,-1039,0
2051,48113,"Dallas County, TX",705941,403170,294339,758973,461080,262945,108831,198135,0
2052,48115,"Dawson County, TX",3640,1017,2591,3563,835,2636,-1574,-1801,0
2053,48123,"DeWitt County, TX",6624,1463,5114,6844,1163,5519,-3651,-4356,0
2054,48117,"Deaf Smith County, TX",4309,1239,3042,4216,1185,2911,-1803,-1726,0
2055,48119,"Delta County, TX",2018,454,1524,2281,400,1836,-1070,-1436,0
2056,48121,"Denton County, TX",240125,79917,156105,298645,110890,170603,-76188,-59713,0
2057,48125,"Dickens County, TX",1019,216,793,909,128,755,-577,-627,0
2058,48127,"Dimmit County, TX",2917,2141,762,3225,2173,974,1379,1199,0
2059,48129,"Donley County, TX",1533,226,1286,1465,191,1225,-1060,-1034,0
2060,48131,"Duval County, TX",4343,3331,979,4168,2783,1316,2352,1467,0
2061,48133,"Eastland County, TX",6494,970,5443,6963,776,6011,-4473,-5235,0
2062,48135,"Ector County, TX",32408,8095,23936,36530,10249,25020,-15841,-14771,0
2063,48137,"Edwards County, TX",883,232,641,1073,303,746,-409,-443,0
2064,48141,"El Paso County, TX",171053,112273,56517,214008,147843,55512,55756,92331,0
2065,48139,"Ellis County, TX",53756,13803,39353,63673,16253,44941,-25550,-28688,0
2066,48143,"Erath County, TX",12467,1965,10325,13893,2160,11210,-8360,-9050,0
2067,48145,"Falls County, TX",5432,2033,3356,5248,1684,3441,-1323,-1757,0
2068,48147,"Fannin County, TX",10781,2482,8143,12044,2132,9548,-5661,-7416,0
2069,48149,"Fayette County, TX",10534,2311,8098,11174,2144,8743,-5787,-6599,0
2070,48151,"Fisher County, TX",1628,512,1094,1729,403,1265,-582,-862,0
2071,48153,"Floyd County, TX",2085,551,1523,1959,435,1474,-972,-1039,0
2072,48155,"Foard County, TX",493,140,346,513,113,383,-206,-270,0
2073,48157,"Fort Bend County, TX",219250,101043,116028,262066,134686,117291,-14985,17395,0
2074,48159,"Franklin County, TX",4255,750,3446,4380,665,3585,-2696,-2920,0
2075,48161,"Freestone County, TX",7562,1848,5644,7684,1471,6026,-3796,-4555,0
2076,48163,"Frio County, TX",3968,2376,1559,4400,2444,1856,817,588,0
2077,48165,"Gaines County, TX",4066,535,3484,4620,597,3907,-2949,-3310,0
2078,48167,"Galveston County, TX",109227,39162,68594,122903,43658,73757,-29432,-30099,0
2079,48169,"Garza County, TX",1556,276,1262,1484,230,1225,-986,-995,0
2080,48171,"Gillespie County, TX",12535,2055,10305,13214,2288,10446,-8250,-8158,0
2081,48173,"Glasscock County, TX",578,44,526,604,34,553,-482,-519,0
2082,48175,"Goliad County, TX",3452,1127,2294,3708,973,2620,-1167,-1647,0
2083,48177,"Gonzales County, TX",6039,1773,4213,6334,1571,4587,-2440,-3016,0
2084,48179,"Gray County, TX",7373,885,6428,7405,701,6500,-5543,-5799,0
2085,48181,"Grayson County, TX",42207,10665,30907,47416,10301,35325,-20242,-25024,0
2086,48183,"Gregg County, TX",41356,12336,28665,41749,11677,28764,-16329,-17087,0
2087,48185,"Grimes County, TX",8598,2339,6141,9533,2194,7065,-3802,-4871,0
2088,48187,"Guadalupe County, TX",49247,15654,32959,57822,18391,36632,-17305,-18241,0
2089,48189,"Hale County, TX",8765,2228,6417,8858,2101,6366,-4189,-4265,0
2090,48191,"Hall County, TX",1108,265,832,1091,164,893,-567,-729,0
2091,48193,"Hamilton County, TX",3551,591,2918,3620,479,3060,-2327,-2581,0
2092,48195,"Hansford County, TX",1960,158,1787,1947,171,1730,-1629,-1559,0
2093,48197,"Hardeman County, TX",1495,302,1176,1513,249,1207,-874,-958,0
2094,48199,"Hardin County, TX",21293,3358,17744,22780,2780,19606,-14386,-16826,0
2095,48201,"Harris County, TX",1185478,585451,584866,1312112,707914,545955,585,161959,0
2096,48203,"Harrison County, TX",26099,8431,17471,26548,7151,18749,-9040,-11598,0
2097,48205,"Hartley County, TX",1904,183,1700,1952,173,1730,-1517,-1557,0
2098,48207,"Haskell County, TX",2006,551,1422,1770,314,1403,-871,-1089,0
2099,48209,"Hays County, TX",58808,25448,31577,72164,33224,33826,-6129,-602,0
2100,48211,"Hemphill County, TX",1509,192,1298,1695,181,1462,-1106,-1281,0
2101,48213,"Henderson County, TX",27582,6094,21202,30045,5669,23650,-15108,-17981,0
2102,48215,"Hidalgo County, TX",138966,97879,39786,173437,118809,48642,58093,70167,0
2103,48217,"Hill County, TX",12032,2745,9128,12970,2547,10108,-6383,-7561,0
2104,48219,"Hockley County, TX",7119,1482,5543,7311,1260,5809,-4061,-4549,0
2105,48221,"Hood County, TX",22445,3829,18341,26262,4008,21382,-14512,-17374,0
2106,48223,"Hopkins County, TX",12742,2775,9834,13538,2510,10707,-7059,-8197,0
2107,48225,"Houston County, TX",8129,2235,5839,8353,1978,6205,-3604,-4227,0
2108,48227,"Howard County, TX",5139,1042,4032,8723,1770,6637,-2990,-4867,0
2109,48229,"Hudspeth County, TX",861,379,471,871,324,503,-92,-179,0
2110,48231,"Hunt County, TX",27984,6658,20976,31554,6396,23910,-14318,-17514,0
2111,48233,"Hutchinson County, TX",7916,1042,6797,8155,854,7042,-5755,-6188,0
2112,48235,"Irion County, TX",788,112,668,766,90,660,-556,-570,0
2113,48237,"Jack County, TX",2907,303,2580,3350,314,2973,-2277,-2659,0
2114,48239,"Jackson County, TX",5018,1068,3903,5302,904,4266,-2835,-3362,0
2115,48241,"Jasper County, TX",13466,3402,9924,13419,2590,10609,-6522,-8019,0
2116,48243,"Jeff Davis County, TX",1188,440,717,1191,422,695,-277,-273,0
2117,48245,"Jefferson County, TX",88548,44626,43214,87618,42443,42862,1412,-419,1
2118,48247,"Jim Hogg County, TX",1667,1301,356,2119,1635,430,945,1205,0
2119,48249,"Jim Wells County, TX",11163,6492,4595,12379,6694,5420,1897,1274,0
